order_id,order_date,region,product_id,product_name,quantity,unit_price,amount
ORD-1362,2026-04-02,Fukuoka,P-200,Pro plan,4,12800,51200
ORD-1363,2026-04-02,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1364,2026-04-02,Tokyo,A-010,Onboarding,2,30000,60000
ORD-1365,2026-04-02,Fukuoka,P-100,Standard plan,5,4980,24900
ORD-1366,2026-04-02,Fukuoka,A-010,Onboarding,2,30000,60000
ORD-1367,2026-04-02,Fukuoka,A-010,Onboarding,2,30000,60000
ORD-1368,2026-04-03,Osaka,P-100,Standard plan,1,4980,4980
ORD-1369,2026-04-03,Nagoya,P-300,Enterprise plan,4,49800,199200
ORD-1370,2026-04-03,Sapporo,P-100,Standard plan,4,4980,19920
ORD-1371,2026-04-03,Osaka,P-100,Standard plan,1,4980,4980
ORD-1372,2026-04-03,Sapporo,P-100,Standard plan,3,4980,14940
ORD-1373,2026-04-04,Fukuoka,P-100,Standard plan,5,4980,24900
ORD-1374,2026-04-04,Tokyo,P-200,Pro plan,1,12800,12800
ORD-1375,2026-04-05,Osaka,P-100,Standard plan,2,4980,9960
ORD-1376,2026-04-05,Osaka,A-010,Onboarding,3,30000,90000
ORD-1377,2026-04-05,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1378,2026-04-05,Nagoya,P-300,Enterprise plan,2,49800,99600
ORD-1379,2026-04-05,Osaka,P-300,Enterprise plan,4,49800,199200
ORD-1380,2026-04-05,Fukuoka,P-300,Enterprise plan,5,49800,249000
ORD-1381,2026-04-06,Sapporo,P-300,Enterprise plan,5,49800,249000
ORD-1382,2026-04-06,Nagoya,P-200,Pro plan,3,12800,38400
ORD-1383,2026-04-06,Osaka,P-100,Standard plan,2,4980,9960
ORD-1384,2026-04-07,Nagoya,P-200,Pro plan,3,12800,38400
ORD-1385,2026-04-07,Nagoya,A-010,Onboarding,2,30000,60000
ORD-1386,2026-04-07,Tokyo,P-100,Standard plan,5,4980,24900
ORD-1387,2026-04-07,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1388,2026-04-07,Sapporo,P-100,Standard plan,3,4980,14940
ORD-1389,2026-04-08,Fukuoka,P-300,Enterprise plan,3,49800,149400
ORD-1390,2026-04-08,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1391,2026-04-08,Tokyo,P-300,Enterprise plan,3,49800,149400
ORD-1392,2026-04-08,Osaka,A-010,Onboarding,2,30000,60000
ORD-1393,2026-04-08,Sapporo,P-100,Standard plan,3,4980,14940
ORD-1394,2026-04-09,Nagoya,P-300,Enterprise plan,5,49800,249000
ORD-1395,2026-04-09,Osaka,P-100,Standard plan,1,4980,4980
ORD-1396,2026-04-09,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1397,2026-04-09,Sapporo,A-010,Onboarding,4,30000,120000
ORD-1398,2026-04-10,Fukuoka,P-100,Standard plan,2,4980,9960
ORD-1399,2026-04-10,Tokyo,P-200,Pro plan,,12800,64000
ORD-1400,2026-04-10,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1401,2026-04-10,Tokyo,P-300,Enterprise plan,3,49800,149400
ORD-1402,2026-04-11,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1403,2026-04-11,Nagoya,A-010,Onboarding,5,30000,150000
ORD-1404,2026-04-11,Nagoya,P-200,Pro plan,2,12800,25600
ORD-1405,2026-04-11,Osaka,A-010,Onboarding,2,30000,60000
ORD-1406,2026-04-11,Osaka,P-100,Standard plan,2,4980,9960
ORD-1407,2026-04-11,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1408,2026-04-12,Nagoya,P-300,Enterprise plan,4,49800,199200
ORD-1409,2026-04-12,Sapporo,P-100,Standard plan,1,4980,4980
ORD-1410,2026-04-12,Sapporo,P-300,Enterprise plan,5,49800,249000
ORD-1411,2026-04-13,Osaka,A-010,Onboarding,2,30000,60000
ORD-1412,2026-04-13,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1413,2026-04-13,Osaka,P-100,Standard plan,4,4980,19920
ORD-1414,2026-04-13,Tokyo,P-200,Pro plan,2,12800,25600
ORD-1415,2026-04-13,Sapporo,P-100,Standard plan,1,4980,4980
ORD-1416,2026-04-14,Fukuoka,P-200,Pro plan,2,12800,25600
ORD-1417,2026-04-14,Sapporo,P-200,Pro plan,5,12800,64000
ORD-1418,2026-04-14,Osaka,A-010,Onboarding,5,30000,150000
ORD-1419,2026-04-14,Nagoya,P-300,Enterprise plan,1,49800,49800
ORD-1420,2026-04-14,Sapporo,P-100,Standard plan,4,4980,19920
ORD-1421,2026-04-14,Fukuoka,P-100,Standard plan,4,4980,19920
ORD-1422,2026-04-15,Osaka,P-100,Standard plan,4,4980,19920
ORD-1423,2026-04-15,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1424,2026-04-15,Tokyo,P-200,Pro plan,1,12800,12800
ORD-1425,2026-04-15,Tokyo,P-300,Enterprise plan,3,49800,149400
ORD-1426,2026-04-15,Fukuoka,P-300,Enterprise plan,5,49800,249000
ORD-1427,2026-04-16,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1428,2026-04-16,Tokyo,P-100,Standard plan,5,4980,24900
ORD-1429,2026-04-16,Osaka,P-200,Pro plan,3,12800,38400
ORD-1430,2026-04-16,Nagoya,P-200,Pro plan,2,12800,25600
ORD-1431,2026-04-16,Nagoya,P-200,Pro plan,4,12800,51200
ORD-1432,2026-04-16,Sapporo,P-200,Pro plan,4,12800,51200
ORD-1433,2026-04-17,Tokyo,A-010,Onboarding,5,30000,150000
ORD-1434,2026-04-17,Osaka,P-100,Standard plan,4,4980,19920
ORD-1435,2026-04-17,Fukuoka,P-300,Enterprise plan,2,49800,99600
ORD-1436,2026-04-17,Osaka,P-100,Standard plan,5,4980,24900
ORD-1437,2026-04-17,Tokyo,P-200,Pro plan,1,12800,12800
ORD-1438,2026-04-18,Osaka,P-100,Standard plan,5,4980,24900
ORD-1439,2026-04-18,Tokyo,P-300,Enterprise plan,2,49800,99600
ORD-1440,2026-04-19,Tokyo,P-100,Standard plan,2,4980,9960
ORD-1441,2026-04-19,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1442,2026-04-20,Sapporo,P-300,Enterprise plan,2,49800,99600
ORD-1443,2026-04-20,Tokyo,P-100,Standard plan,4,4980,19920
ORD-1444,2026-04-20,Osaka,P-200,Pro plan,2,12800,25600
ORD-1445,2026-04-20,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1446,2026-04-20,Fukuoka,P-100,Standard plan,3,4980,14940
ORD-1447,2026-04-20,Tokyo,P-100,Standard plan,2,4980,9960
ORD-1448,2026-04-21,Nagoya,P-300,Enterprise plan,3,49800,149400
ORD-1449,2026-04-21,Tokyo,A-010,Onboarding,3,30000,90000
ORD-1450,2026-04-21,Nagoya,P-300,Enterprise plan,3,49800,149400
ORD-1451,2026-04-22,Sapporo,P-300,Enterprise plan,3,49800,149400
ORD-1452,2026-04-22,Sapporo,A-010,Onboarding,3,30000,90000
ORD-1453,2026-04-23,Fukuoka,A-010,Onboarding,1,30000,30000
ORD-1454,2026-04-23,Fukuoka,P-100,Standard plan,3,4980,14940
ORD-1455,2026-04-24,Sapporo,P-200,Pro plan,1,12800,12800
ORD-1456,2026-04-24,Fukuoka,P-300,Enterprise plan,2,49800,99600
ORD-1457,2026-04-25,Tokyo,P-200,Pro plan,3,12800,38400
ORD-1458,2026-04-25,Fukuoka,P-100,Standard plan,3,4980,14940
ORD-1459,2026-04-26,Fukuoka,A-010,Onboarding,2,30000,60000
ORD-1460,2026-04-26,Nagoya,P-300,Enterprise plan,5,49800,249000
ORD-1461,2026-04-27,Osaka,P-200,Pro plan,3,12800,38400
ORD-1462,2026-04-27,Osaka,P-200,Pro plan,4,12800,51200
ORD-1463,2026-04-27,Fukuoka,P-100,Standard plan,1,4980,4980
ORD-1464,2026-04-27,Nagoya,P-100,Standard plan,3,4980,14940
ORD-1465,2026-04-27,Fukuoka,P-100,Standard plan,4,4980,19920
ORD-1466,2026-04-27,Tokyo,P-100,Standard plan,4,4980,19920
ORD-1467,2026-04-28,Nagoya,P-200,Pro plan,3,12800,38400
ORD-1468,2026-04-28,Sapporo,A-010,Onboarding,5,30000,150000
ORD-1469,2026-04-28,Osaka,P-200,Pro plan,4,12800,51200
ORD-1470,2026-04-28,Sapporo,A-010,Onboarding,2,30000,60000
ORD-1471,2026-04-29,Sapporo,P-100,Standard plan,3,4980,14940
ORD-1472,2026-04-29,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1473,2026-04-29,Nagoya,A-010,Onboarding,5,30000,150000
ORD-1474,2026-04-29,Fukuoka,P-200,Pro plan,4,12800,51200
ORD-1475,2026-04-29,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1476,2026-04-29,Fukuoka,P-200,Pro plan,3,12800,38400
ORD-1477,2026-04-30,Nagoya,P-200,Pro plan,3,12800,38400
ORD-1478,2026-04-30,Osaka,P-200,Pro plan,2,12800,25600
ORD-1479,2026-04-30,Sapporo,P-300,Enterprise plan,5,49800,249000
ORD-1480,2026-05-01,Nagoya,P-200,Pro plan,2,12800,25600
ORD-1481,2026-05-01,Tokyo,P-200,Pro plan,3,12800,38400
ORD-1482,2026-05-01,Osaka,P-200,Pro plan,1,12800,12800
ORD-1483,2026-05-01,Osaka,A-010,Onboarding,2,30000,60000
ORD-1484,2026-05-02,Nagoya,P-300,Enterprise plan,4,49800,199200
ORD-1485,2026-05-02,Tokyo,P-200,Pro plan,1,12800,12800
ORD-1486,2026-05-02,Fukuoka,P-300,Enterprise plan,2,49800,99600
ORD-1487,2026-05-02,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1488,2026-05-03,Sapporo,A-010,Onboarding,2,30000,60000
ORD-1489,2026-05-03,Tokyo,P-300,Enterprise plan,4,49800,199200
ORD-1490,2026-05-03,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1491,2026-05-03,Osaka,A-010,Onboarding,1,30000,30000
ORD-1492,2026-05-03,Sapporo,A-010,Onboarding,5,30000,150000
ORD-1493,2026-05-04,Osaka,P-200,Pro plan,5,12800,64000
ORD-1494,2026-05-04,Fukuoka,P-200,Pro plan,1,12800,12800
ORD-1495,2026-05-04,Nagoya,A-010,Onboarding,3,30000,90000
ORD-1496,2026-05-04,Osaka,P-100,Standard plan,4,4980,19920
ORD-1497,2026-05-04,Nagoya,A-010,Onboarding,2,30000,60000
ORD-1498,2026-05-05,Tokyo,A-010,Onboarding,4,30000,120000
ORD-1499,2026-05-05,Tokyo ,A-010,Onboarding,5,30000,150000
ORD-1500,2026-05-05,Fukuoka,P-300,Enterprise plan,1,49800,49800
ORD-1501,2026-05-05,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1502,2026-05-05,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1503,2026-05-06,Nagoya,P-200,Pro plan,5,12800,64000
ORD-1504,2026-05-06,Fukuoka,P-100,Standard plan,5,4980,24900
ORD-1505,2026-05-06,Sapporo,P-200,Pro plan,4,12800,51200
ORD-1506,2026-05-07,Nagoya,P-300,Enterprise plan,5,49800,249000
ORD-1507,2026-05-07,Osaka,A-010,Onboarding,4,30000,120000
ORD-1508,2026-05-08,Tokyo,A-010,Onboarding,5,30000,150000
ORD-1509,2026-05-08,Nagoya,P-300,Enterprise plan,1,49800,49800
ORD-1510,2026-05-08,Fukuoka,P-300,Enterprise plan,4,49800,199200
ORD-1511,2026-05-09,Fukuoka,P-100,Standard plan,1,4980,4980
ORD-1512,2026-05-09,Sapporo,A-010,Onboarding,3,30000,90000
ORD-1513,2026-05-10,Nagoya,P-100,Standard plan,2,4980,9960
ORD-1514,2026-05-10,Osaka,A-010,Onboarding,5,30000,150000
ORD-1515,2026-05-10,Osaka,A-010,Onboarding,4,30000,120000
ORD-1516,2026-05-10,Tokyo,P-200,Pro plan,2,12800,25600
ORD-1517,2026-05-11,Osaka,A-010,Onboarding,5,30000,150000
ORD-1518,2026-05-11,Fukuoka,P-200,Pro plan,3,12800,38400
ORD-1519,2026-05-11,Sapporo,A-010,Onboarding,3,30000,90000
ORD-1520,2026-05-12,Osaka,A-010,Onboarding,3,30000,90000
ORD-1521,2026-05-12,Nagoya,P-300,Enterprise plan,4,49800,199200
ORD-1522,2026-05-12,Fukuoka,A-010,Onboarding,2,30000,60000
ORD-1523,2026-05-13,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1524,2026-05-13,Fukuoka,P-300,Enterprise plan,3,49800,149400
ORD-1525,2026-05-14,Tokyo,A-010,Onboarding,5,30000,150000
ORD-1526,2026-05-14,Nagoya,P-300,Enterprise plan,2,49800,99600
ORD-1527,2026-05-14,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1528,2026-05-14,Sapporo,P-300,Enterprise plan,2,49800,99600
ORD-1529,2026-05-14,Tokyo,P-300,Enterprise plan,5,49800,249000
ORD-1530,2026-05-15,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1531,2026-05-15,Tokyo,P-300,Enterprise plan,5,49800,249000
ORD-1532,2026-05-16,Osaka,P-200,Pro plan,2,12800,25600
ORD-1533,2026-05-16,Osaka,A-010,Onboarding,3,30000,90000
ORD-1534,2026-05-16,Sapporo,P-200,Pro plan,4,12800,51200
ORD-1535,2026-05-16,Sapporo,P-200,Pro plan,5,12800,64000
ORD-1536,2026-05-16,Nagoya,P-100,Standard plan,5,4980,24900
ORD-1537,2026-05-16,Osaka,P-200,Pro plan,4,12800,51200
ORD-1538,2026-05-17,Tokyo,P-100,Standard plan,4,4980,19920
ORD-1539,2026-05-17,Fukuoka,P-100,Standard plan,3,4980,14940
ORD-1540,2026-05-17,Fukuoka,P-200,Pro plan,2,12800,25600
ORD-1541,2026-05-17,Tokyo,A-010,Onboarding,5,30000,150000
ORD-1542,2026-05-17,Osaka,A-010,Onboarding,4,30000,120000
ORD-1543,2026-05-17,Fukuoka,A-010,Onboarding,2,30000,60000
ORD-1544,2026-05-18,Nagoya,P-100,Standard plan,2,4980,9960
ORD-1545,2026-05-18,Fukuoka,A-010,Onboarding,5,30000,150000
ORD-1546,2026-05-18,Nagoya,P-300,Enterprise plan,4,49800,199200
ORD-1547,2026-05-19,Osaka,A-010,Onboarding,1,30000,30000
ORD-1548,2026-05-19,Tokyo,P-300,Enterprise plan,1,49800,49800
ORD-1549,2026-05-19,Tokyo,P-100,Standard plan,3,4980,14940
ORD-1550,2026-05-19,Osaka,A-010,Onboarding,4,30000,120000
ORD-1551,2026-05-19,Fukuoka,P-100,Standard plan,2,4980,9960
ORD-1552,2026-05-20,Nagoya,P-300,Enterprise plan,1,49800,49800
ORD-1553,2026-05-20,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1554,2026-05-20,Fukuoka,P-200,Pro plan,3,12800,38400
ORD-1555,2026-05-21,Sapporo,A-010,Onboarding,3,30000,90000
ORD-1556,2026-05-21,Nagoya,P-100,Standard plan,3,4980,14940
ORD-1557,2026-05-21,Fukuoka,P-300,Enterprise plan,4,49800,199200
ORD-1558,2026-05-21,Nagoya,P-300,Enterprise plan,5,49800,249000
ORD-1559,2026-05-22,Fukuoka,P-300,Enterprise plan,2,49800,99600
ORD-1560,2026-05-22,Osaka,P-100,Standard plan,3,4980,14940
ORD-1561,2026-05-22,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1562,2026-05-22,Fukuoka,P-100,Standard plan,1,4980,4980
ORD-1563,2026-05-22,Sapporo,A-010,Onboarding,5,30000,150000
ORD-1564,2026-05-22,Nagoya,P-100,Standard plan,4,4980,19920
ORD-1565,2026-05-23,Osaka,P-100,Standard plan,1,4980,4980
ORD-1566,2026-05-23,Tokyo,A-010,Onboarding,5,30000,150000
ORD-1567,2026-05-24,Osaka,A-010,Onboarding,5,30000,150000
ORD-1568,2026-05-24,Tokyo,P-100,Standard plan,2,4980,9960
ORD-1569,2026-05-24,Tokyo,A-010,Onboarding,2,30000,60000
ORD-1570,2026-05-24,Fukuoka,P-200,Pro plan,1,12800,12800
ORD-1571,2026-05-24,Nagoya,P-100,Standard plan,1,4980,4980
ORD-1572,2026-05-24,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1573,2026-05-25,Fukuoka,P-300,Enterprise plan,2,49800,99600
ORD-1574,2026-05-25,Tokyo,P-100,Standard plan,3,4980,14940
ORD-1575,2026-05-25,Sapporo,A-010,Onboarding,5,30000,150000
ORD-1576,2026-05-25,Sapporo,P-100,Standard plan,4,4980,19920
ORD-1577,2026-05-26,Fukuoka,P-100,Standard plan,1,4980,4980
ORD-1578,2026-05-26,Tokyo,A-010,Onboarding,4,30000,120000
ORD-1579,2026-05-26,Sapporo,P-100,Standard plan,4,4980,19920
ORD-1580,2026-05-26,Fukuoka,P-200,Pro plan,4,12800,51200
ORD-1581,2026-05-26,Fukuoka,P-100,Standard plan,1,4980,4980
ORD-1582,2026-05-26,Tokyo,P-200,Pro plan,2,12800,25600
ORD-1583,2026-05-27,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1584,2026-05-27,Tokyo,P-100,Standard plan,2,4980,9960
ORD-1585,2026-05-27,Tokyo,P-200,Pro plan,4,12800,51200
ORD-1586,2026-05-27,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1587,2026-05-27,Tokyo,A-010,Onboarding,2,30000,60000
ORD-1588,2026-05-28,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1589,2026-05-28,Nagoya,A-010,Onboarding,4,30000,120000
ORD-1590,2026-05-28,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1591,2026-05-28,Sapporo,P-100,Standard plan,1,4980,4980
ORD-1592,2026-05-29,Nagoya,A-010,Onboarding,3,30000,90000
ORD-1593,2026-05-29,Sapporo,P-200,Pro plan,4,12800,51200
ORD-1594,2026-05-30,Sapporo,P-300,Enterprise plan,3,49800,149400
ORD-1595,2026-05-30,Osaka,A-010,Onboarding,4,30000,120000
ORD-1596,2026-05-31,Osaka,P-100,Standard plan,3,4980,14940
ORD-1597,2026-05-31,Fukuoka,A-010,Onboarding,4,30000,120000
ORD-1598,2026-05-31,Sapporo,A-010,Onboarding,3,30000,90000
ORD-1599,2026-06-01,Tokyo,P-300,Enterprise plan,3,49800,149400
ORD-1600,2026-06-01,Tokyo,P-300,Enterprise plan,5,49800,249000
ORD-1601,2026-06-01,Nagoya,P-200,Pro plan,5,12800,64000
ORD-1602,2026-06-01,Fukuoka,A-010,Onboarding,2,30000,60000
ORD-1603,2026-06-02,Osaka,A-010,Onboarding,5,30000,150000
ORD-1604,2026-06-02,Tokyo,A-010,Onboarding,3,30000,90000
ORD-1605,2026-06-02,Nagoya,P-300,Enterprise plan,3,49800,149400
ORD-1606,2026-06-02,Sapporo,A-010,Onboarding,2,30000,60000
ORD-1607,2026-06-02,Osaka,P-100,Standard plan,3,4980,14940
ORD-1608,2026-06-03,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1609,2026-06-03,Sapporo,A-010,Onboarding,3,30000,90000
ORD-1610,2026-06-03,Sapporo,P-100,Standard plan,5,4980,24900
ORD-1611,2026-06-03,Osaka,A-010,Onboarding,4,30000,120000
ORD-1612,2026-06-03,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1613,2026-06-03,Fukuoka,P-100,Standard plan,4,4980,19920
ORD-1614,2026-06-04,Tokyo,P-300,Enterprise plan,5,49800,249000
ORD-1615,2026-06-04,Sapporo,A-010,Onboarding,4,30000,120000
ORD-1616,2026-06-04,Nagoya,P-100,Standard plan,5,4980,24900
ORD-1617,2026-06-05,Sapporo,P-200,Pro plan,4,12800,51200
ORD-1618,2026-06-05,Nagoya,P-300,Enterprise plan,5,49800,249000
ORD-1619,2026-06-06,Osaka,P-200,Pro plan,2,12800,25600
ORD-1620,2026-06-06,Osaka,P-200,Pro plan,1,12800,12800
ORD-1621,2026-06-06,Sapporo,P-300,Enterprise plan,3,49800,149400
ORD-1622,2026-06-06,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1623,2026-06-06,Tokyo,P-200,Pro plan,2,12800,25600
ORD-1624,2026-06-07,Nagoya,P-300,Enterprise plan,1,49800,49800
ORD-1625,2026-06-07,Osaka,A-010,Onboarding,1,30000,30000
ORD-1626,2026-06-07,Tokyo,P-300,Enterprise plan,5,49800,249000
ORD-1627,2026-06-07,Sapporo,P-300,Enterprise plan,3,49800,149400
ORD-1628,2026-06-07,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1629,2026-06-08,Sapporo,A-010,Onboarding,5,30000,150000
ORD-1630,2026-06-08,Nagoya,P-200,Pro plan,3,12800,38400
ORD-1631,2026-06-08,Fukuoka,A-010,Onboarding,1,30000,30000
ORD-1632,2026-06-09,Tokyo,P-200,Pro plan,3,12800,38400
ORD-1633,2026-06-09,Osaka,P-300,Enterprise plan,2,49800,99600
ORD-1634,2026-06-09,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1635,2026-06-09,Sapporo,P-100,Standard plan,1,4980,4980
ORD-1636,2026-06-09,Fukuoka,P-300,Enterprise plan,4,49800,199200
ORD-1637,2026-06-09,Fukuoka,P-100,Standard plan,5,4980,24900
ORD-1638,2026-06-10,Nagoya,P-100,Standard plan,3,4980,14940
ORD-1639,2025-13-01,Sapporo,P-200,Pro plan,1,12800,12800
ORD-1640,2026-06-11,Osaka,P-200,Pro plan,4,12800,51200
ORD-1641,2026-06-11,Osaka,P-300,Enterprise plan,2,49800,99600
ORD-1642,2026-06-11,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1643,2026-06-11,Sapporo,P-300,Enterprise plan,1,49800,49800
ORD-1644,2026-06-11,Nagoya,P-100,Standard plan,1,4980,4980
ORD-1645,2026-06-12,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1646,2026-06-12,Tokyo,P-200,Pro plan,3,12800,38400
ORD-1647,2026-06-12,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1648,2026-06-12,Fukuoka,A-010,Onboarding,1,30000,30000
ORD-1649,2026-06-12,Nagoya,P-300,Enterprise plan,3,49800,149400
ORD-1650,2026-06-12,Nagoya,A-010,Onboarding,1,30000,30000
ORD-1651,2026-06-13,Fukuoka,A-010,Onboarding,2,30000,60000
ORD-1652,2026-06-13,Tokyo,P-200,Pro plan,2,12800,25600
ORD-1653,2026-06-13,Tokyo,A-010,Onboarding,2,30000,60000
ORD-1654,2026-06-13,Tokyo,P-200,Pro plan,2,12800,25600
ORD-1655,2026-06-13,Fukuoka,P-300,Enterprise plan,2,49800,99600
ORD-1656,2026-06-14,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1657,2026-06-14,Nagoya,A-010,Onboarding,3,30000,90000
ORD-1658,2026-06-15,Nagoya,A-010,Onboarding,1,30000,30000
ORD-1659,2026-06-15,Osaka,P-200,Pro plan,3,12800,38400
ORD-1660,2026-06-15,Fukuoka,P-100,Standard plan,2,4980,9960
ORD-1661,2026-06-16,Osaka,P-200,Pro plan,4,12800,51200
ORD-1662,2026-06-16,Fukuoka,P-300,Enterprise plan,4,49800,199200
ORD-1663,2026-06-16,Tokyo,P-200,Pro plan,2,12800,25600
ORD-1664,2026-06-16,Nagoya,P-300,Enterprise plan,5,49800,249000
ORD-1665,2026-06-16,Nagoya,P-300,Enterprise plan,2,49800,99600
ORD-1666,2026-06-16,Nagoya,A-010,Onboarding,1,30000,30000
ORD-1667,2026-06-17,Osaka,A-010,Onboarding,1,30000,30000
ORD-1668,2026-06-17,Sapporo,P-100,Standard plan,2,4980,9960
ORD-1669,2026-06-17,Tokyo,A-010,Onboarding,3,30000,90000
ORD-1670,2026-06-17,Nagoya,P-300,Enterprise plan,2,49800,99600
ORD-1671,2026-06-17,Osaka,A-010,Onboarding,3,30000,90000
ORD-1672,2026-06-18,Nagoya,P-100,Standard plan,4,4980,19920
ORD-1673,2026-06-18,Tokyo,A-010,Onboarding,2,30000,60000
ORD-1674,2026-06-18,Tokyo,P-300,Enterprise plan,2,49800,99600
ORD-1675,2026-06-19,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1676,2026-06-19,Sapporo,A-010,Onboarding,1,30000,30000
ORD-1677,2026-06-19,Nagoya,P-300,Enterprise plan,2,49800,99600
ORD-1678,2026-06-19,Fukuoka,A-010,Onboarding,1,30000,30000
ORD-1679,2026-06-19,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1680,2026-06-20,Sapporo,P-200,Pro plan,2,12800,25600
ORD-1681,2026-06-20,Osaka,P-200,Pro plan,2,12800,25600
ORD-1682,2026-06-20,Sapporo,P-100,Standard plan,1,4980,4980
ORD-1683,2026-06-21,Osaka,P-300,Enterprise plan,2,49800,99600
ORD-1684,2026-06-21,Osaka,P-200,Pro plan,5,12800,64000
ORD-1685,2026-06-21,Tokyo,P-300,Enterprise plan,2,49800,99600
ORD-1686,2026-06-21,Fukuoka,P-100,Standard plan,5,4980,24900
ORD-1687,2026-06-21,Nagoya,P-100,Standard plan,5,4980,24900
ORD-1688,2026-06-22,Tokyo,P-300,Enterprise plan,4,49800,199200
ORD-1689,2026-06-22,Fukuoka,P-100,Standard plan,4,4980,19920
ORD-1690,2026-06-22,Osaka,P-200,Pro plan,3,12800,38400
ORD-1691,2026-06-22,Nagoya,P-200,Pro plan,5,12800,64000
ORD-1692,2026-06-23,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1693,2026-06-23,Sapporo,P-100,Standard plan,3,4980,14940
ORD-1694,2026-06-24,Nagoya,P-100,Standard plan,1,4980,4980
ORD-1695,2026-06-24,Fukuoka,P-200,Pro plan,3,12800,38400
ORD-1696,2026-06-24,Tokyo,P-100,Standard plan,3,4980,14940
ORD-1697,2026-06-24,Sapporo,A-010,Onboarding,4,30000,120000
ORD-1698,2026-06-24,Sapporo,P-100,Standard plan,5,4980,24900
ORD-1699,2026-06-25,Tokyo,P-100,Standard plan,250,4980,1245000
ORD-1700,2026-06-25,Osaka,P-200,Pro plan,5,12800,64000
ORD-1701,2026-06-25,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1702,2026-06-26,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1703,2026-06-26,Tokyo,P-200,Pro plan,3,12800,38400
ORD-1704,2026-06-26,Osaka,A-010,Onboarding,5,30000,150000
ORD-1705,2026-06-26,Nagoya,A-010,Onboarding,1,30000,30000
ORD-1706,2026-06-27,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1707,2026-06-27,Fukuoka,P-100,Standard plan,4,4980,19920
ORD-1708,2026-06-28,Tokyo,P-300,Enterprise plan,1,49800,49800
ORD-1709,2026-06-28,Osaka,P-100,Standard plan,4,4980,19920
ORD-1710,2026-06-28,Osaka,P-200,Pro plan,2,12800,25600
ORD-1711,2026-06-28,Osaka,A-010,Onboarding,4,30000,120000
ORD-1712,2026-06-28,Fukuoka,P-100,Standard plan,4,4980,19920
ORD-1713,2026-06-28,Tokyo,P-100,Standard plan,4,4980,19920
ORD-1714,2026-06-29,Osaka,P-300,Enterprise plan,4,49800,199200
ORD-1715,2026-06-29,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1716,2026-06-29,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1717,2026-06-29,Sapporo,P-100,Standard plan,3,4980,14940
ORD-1718,2026-06-30,Fukuoka,P-300,Enterprise plan,2,49800,99600
ORD-1719,2026-06-30,Tokyo,P-100,Standard plan,3,4980,14940
ORD-1720,2026-06-30,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1721,2026-07-01,Tokyo,P-200,Pro plan,5,12800,64000
ORD-1722,2026-07-01,Fukuoka,P-200,Pro plan,2,12800,25600
ORD-1723,2026-07-01,Tokyo,A-010,Onboarding,4,30000,120000
ORD-1724,2026-07-01,Sapporo,P-100,Standard plan,1,4980,4980
